UEMPRATE,cartodb_id,borocode,withssi,withsocial,withpubass,struggling,profession,popunemplo,poptot,popover18,popinlabou,poororstru,poor,pacificune,pacificinl,pacific,otherunemp,otherinlab,otherethni,onlyprofes,onlymaster,onlylessth,onlyhighsc,onlydoctor,onlycolleg,onlybachel,okay,mixedunemp,mixedinlab,mixed,master,maleunempl,maleover18,male_pro,male_mastr,male_lesHS,male_HS,male_doctr,male_collg,male_BA,maleinlabo,maledrop,male16to19,male,lessthan10,lessthanhi,households,hispanicun,hispanicin,hispanic,highschool,field_1,femaleunem,femaleover,fem_profes,fem_master,fem_lessHS,fem_HS,fem_doctor,fem_colleg,fem_BA,femaleinla,femaledrop,femal16_19,female,europeanun,europeanin,european,doctorate,comm90plus,comm_less5,comm_60_89,comm_5_14,comm_45_59,comm_30_44,comm_15_29,college,bachelor,asianunemp,asianinlab,asian,americanun,americanin,american,africanune,africaninl,african,ntaname,boroname,popdty,ntacode,medianinco,medianagem,medianagef,medianage,HHsize,gini
0.1341388,31,3,2706,5942,2648,21523,210,4996,91956,64654,37245,51994,30471,0,143,276,502,3314,7030,288,2139,13229,40343,78,18467,6479,39378,125,563,1270,1851,2676,26896,136,686,5754,15756,37,6256,2269,16555,130,3334,40807,6309,13229,30771,1551,10200,25812,21876,42,2320,37758,152,1453,7475,24587,41,12211,4210,20690,233,3336,51149,776,5756,16326,78,1976,239,5908,1583,8630,9378,3464,11988,4340,86,719,1625,40,94,171,3467,26630,65258,East New York,Brooklyn,1069761.9644,BK82,936755,758.4,920.3,847.8,2.98814814814815,0.469051851851852
0.0921762,32,3,1517,5594,810,13889,507,4120,86160,64933,44697,26462,12573,0,0,0,203,1674,3768,670,4771,8240,47139,163,30123,13583,59127,24,342,676,4101,2062,28242,342,1588,3564,19853,38,11712,4664,19737,40,3177,38598,2516,8240,27669,301,3211,7428,17016,26,2058,36691,328,3183,4676,27286,125,18411,8919,24960,122,2699,47562,196,2405,6774,163,4986,194,10686,1891,5827,8998,6711,16540,8812,102,1267,2323,0,26,149,3595,38870,72470,Canarsie,Brooklyn,1171109.73,BK50,NA,NA,NA,NA,NA,NA
0.1028318,33,5,758,2709,975,5242,407,1438,31214,22717,13984,13664,8422,0,0,0,98,1135,2681,521,2352,3313,16258,114,10550,5655,17098,132,518,1158,1831,834,10591,316,905,1511,7548,72,4773,2627,7101,134,1048,15078,1835,3313,11686,502,3722,8653,5708,184,604,12126,205,1447,1802,8710,42,5777,3028,6883,101,1136,16136,624,6254,13100,114,1568,139,2663,1438,1296,2052,2798,4895,3303,6,715,1731,0,0,15,578,5325,12529,West New Brighton-New Brighton-St. George,Staten Island,223375.034,SI22,520272,344.5,381.8,362.2,2.66090909090909,0.455590909090909
0.0000000,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,park-cemetery-etc-Staten Island,Staten Island,NA,SI99,NA,NA,NA,NA,NA,NA
0.0834218,35,4,406,4969,162,3940,286,1179,28769,23461,14133,6506,2566,0,0,0,120,809,1338,481,1808,3721,17750,195,9918,4937,22213,43,552,1091,1327,595,10496,223,758,1857,7696,86,4406,2037,7024,63,518,13020,433,3721,11261,297,2824,6010,7832,164,584,12965,258,1050,1864,10054,109,5512,2900,7109,0,613,15749,960,12148,24781,195,1065,152,2635,1641,1486,2731,2684,4981,3129,22,289,572,0,26,52,34,309,935,Lindenwood-Howard Beach,Queens,72866.735,QN57,274894,185.9,186.8,185,2.555,0.41235
0.0659835,36,5,271,3093,127,2252,273,792,24202,19023,12003,4313,2061,0,0,0,57,437,600,374,2061,1516,15565,101,9880,5419,19845,10,122,413,1687,535,9065,168,838,630,7362,48,4737,2593,6548,0,699,11971,284,1516,9083,108,1478,2872,5685,179,257,9958,206,1223,886,8203,53,5143,2826,5455,5,527,12231,593,10209,20888,101,1009,123,1634,2249,1054,2032,2668,4461,3358,32,911,1789,0,0,31,100,324,481,Westerleigh,Staten Island,83557.033,SI07,592003,270.6,308.8,285.8,2.68285714285714,0.367514285714286
0.1317302,37,4,842,3584,518,5780,435,2131,33532,26404,16177,11324,5544,0,0,0,148,1494,3304,656,2470,3520,18224,221,12940,7133,20543,97,473,1270,1814,977,12524,380,1115,1555,8658,137,6143,3523,8629,0,1213,15867,1422,3520,11797,390,3274,6700,5284,147,1154,13880,276,1355,1965,9566,84,6797,3610,7548,36,1606,17665,769,7301,14257,221,1501,145,3259,1400,1668,2461,2750,5807,4663,667,5398,10810,33,67,90,417,1444,3801,Pomonok-Flushing Heights-Hillcrest,Queens,166958.99,QN38,436329,256.9,259.8,257.4,2.85,0.424828571428571
0.1448317,38,1,2097,3793,913,14618,523,4139,50358,39455,28578,26779,12161,0,18,18,2464,12341,23174,906,4061,10590,23583,383,17399,10385,23385,74,1244,2508,3155,2018,19000,515,1769,4950,11056,206,8002,4910,15032,281,1350,24812,1886,10590,18168,3474,20253,37889,6184,90,2121,20455,391,2292,5640,12527,177,9397,5475,13546,76,1136,25546,1002,10925,17310,383,1181,211,4309,2210,4998,5309,3927,7014,6324,92,561,737,1,82,204,506,3401,6407,Marble Hill-Inwood,Manhattan,737692.57,MN01,301285,244.6,273.6,258.7,2.67142857142857,0.434528571428571
0.0881278,39,4,684,4845,274,7801,796,2581,49001,41683,29287,14374,6573,0,0,0,313,2544,3857,1069,4818,6027,31266,273,22681,14858,34618,20,496,1079,3749,1471,20070,612,2429,2858,15181,177,11301,6963,15799,26,886,24114,1304,6027,20793,533,6403,10978,8585,173,1110,21613,457,2389,3169,16085,96,11380,7895,13488,9,639,24887,1835,22507,38107,273,554,237,3884,2137,5228,8001,4799,7823,10040,240,2866,4581,0,136,160,173,738,1217,Steinway,Queens,618926.6,QN72,NA,NA,NA,NA,NA,NA
0.0884607,40,5,691,2229,600,5870,108,1212,30473,21987,13701,11281,5411,0,0,0,209,1593,3394,155,1333,3241,15231,47,8546,3741,19067,50,534,1774,1178,647,9955,87,533,1477,6769,47,3654,1597,6722,54,1062,14153,976,3241,10025,464,5073,11744,6685,182,565,12032,68,800,1764,8462,0,4892,2144,6979,19,1161,16320,497,5776,13581,47,1988,150,2007,1311,1052,2445,3069,4805,2408,77,1236,2444,12,63,156,367,4499,9124,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Staten Island,118699.2067,SI12,417929,228.4,271.5,251.1,2.985,0.4347375
0.0955331,41,3,1316,4689,366,9899,476,1758,41899,31759,18402,15752,5853,0,0,0,54,592,1067,757,2805,4726,23371,281,14134,8496,26003,60,143,562,2048,858,15612,547,1578,2288,11261,231,7093,4440,10609,8,1165,20742,1379,4726,15435,103,1631,2881,9237,6,900,16147,210,1227,2438,12110,50,7041,4056,7793,5,972,21157,1406,15244,35395,281,729,302,4024,1519,2580,3287,3159,5638,5691,238,2209,4336,0,19,55,0,195,484,Homecrest,Brooklyn,617485.82,BK25,726502,567.7,614.1,597.6,2.774375,0.46663125
0.1177950,42,3,1024,2427,636,3277,900,1780,26982,22202,15111,9113,5836,0,0,0,134,1220,2417,1078,4708,3649,15358,178,12551,9163,16210,84,614,1306,3630,914,9250,452,1787,1581,6374,118,5259,3739,6710,68,597,11367,1405,3649,11560,341,2394,5101,2807,32,866,12952,626,2921,2068,8984,60,7292,5424,8401,127,760,15615,343,6337,9095,178,416,66,1326,821,2057,4980,2582,3388,4455,169,1436,2283,0,23,37,1050,5481,11844,Fort Greene,Brooklyn,502640.51,BK68,593123,328,353.4,336.6,2.189,0.46321
0.0915700,43,5,544,1428,480,3698,223,1058,23858,17789,11554,8414,4716,0,0,0,40,650,1455,316,1310,3134,10515,93,6848,3378,13406,7,302,707,994,599,7539,107,530,1196,4662,29,3014,1548,5445,87,924,10469,824,3134,7941,224,2793,6357,3667,180,459,10250,209,780,1938,5853,64,3834,1830,6109,65,1275,13389,387,4975,10431,93,1110,117,2045,1577,1376,1503,2295,3470,2068,235,1730,3169,0,18,35,389,3879,8061,Grymes Hill-Clifton-Fox Hills,Staten Island,63920.02,SI08,232524,119,119.2,116.5,2.5075,0.39765
0.0843606,44,1,1504,3067,1096,8282,1006,1971,46694,36530,23364,20634,12352,0,0,0,104,1868,4702,1457,6109,5240,26167,451,19697,13205,25727,138,789,1599,4652,996,16112,759,2658,2304,11381,284,8399,5720,10881,61,1019,21442,2949,5240,18506,277,3617,8793,6470,95,975,20418,698,3451,2936,14786,167,11298,7485,12483,30,1101,25252,374,6730,10227,451,575,89,1606,1554,2591,7666,5339,6492,7096,17,1044,1809,10,57,159,1328,12843,28198,Central Harlem South,Manhattan,935588.42,MN11,461086,341.5,355.8,346.6,2.413,0.53362
0.1568460,45,3,1091,3485,644,9911,268,3117,41243,30071,19873,19654,9743,0,0,0,180,950,1801,389,2024,5040,19562,121,12465,5825,21335,30,105,295,1635,1610,13839,206,790,2215,8695,72,5733,2628,9428,79,1107,19627,2083,5040,14662,244,1467,3154,7097,30,1507,16232,183,1234,2825,10867,49,6732,3197,10445,89,1219,21616,330,4209,11237,121,863,258,2465,1808,3018,4573,2770,6640,3801,0,302,577,0,0,76,2577,14293,27257,Crown Heights South,Brooklyn,654216.19,BK63,358170,260.2,296.9,278,2.91444444444444,0.466544444444444
0.1217872,46,4,762,4862,457,7065,229,3459,51098,39509,28402,11124,4059,0,35,154,75,1033,1729,317,2578,4708,29462,88,19060,7814,39176,66,434,948,2261,1757,17221,148,791,2498,12081,27,7095,2632,12927,11,1492,23386,720,4708,15308,107,1521,3181,10402,125,1702,22288,169,1787,2210,17381,61,11965,5182,15475,49,1624,27712,20,431,1444,88,4001,93,5719,1752,2958,4710,4563,11246,5236,73,450,760,23,46,174,3202,25906,45889,St. Albans,Queens,469592.956,QN08,NA,860.1,944.6,909.1,NA,NA
0.1416369,47,2,1398,3170,863,8299,138,2338,33728,25939,16507,16276,7977,0,0,0,780,5721,11213,296,1281,6374,16346,158,9939,4211,17038,79,685,1484,985,1412,12038,155,464,3254,7179,98,4150,1693,8297,59,1051,16080,2564,6374,13479,1092,7991,16914,6407,56,926,13901,141,817,3120,9167,60,5789,2518,8210,12,977,17648,640,3560,8431,158,571,18,3830,1263,2135,2714,2742,5728,2930,82,701,1445,12,86,104,745,5754,11051,Bronxdale,Bronx,523326.72,BX07,282549,262.8,317.2,297.8,2.485,0.449225
0.2028342,48,2,1261,1345,1112,6462,64,2376,26336,17234,11714,18058,11596,0,18,36,1093,5677,12682,132,502,6128,7901,68,4472,1593,7979,83,252,893,370,1005,7316,73,187,2532,3067,9,1586,523,5324,362,1225,11876,1812,6128,8338,1639,7709,18064,3429,76,1371,9918,59,315,3596,4834,59,2886,1070,6390,153,840,14460,295,1292,3050,68,474,68,1772,1010,1780,1937,1474,2879,1091,18,175,194,15,90,179,872,4210,9302,Fordham South,Bronx,597576.77,BX40,122945,117.1,147.9,134.4,3.058,0.46806
0.0807681,49,4,1188,3333,827,15246,338,2267,54091,40801,28068,26594,11348,0,269,269,444,6410,11568,415,1350,12232,22845,77,13102,5498,26643,66,548,1238,935,1172,20763,70,671,6362,11126,0,6333,2741,16236,192,1495,27524,1505,12232,16253,1414,17541,32553,9743,136,1095,20038,345,679,5870,11719,77,6769,2757,11832,105,1650,26567,1011,12359,23619,77,2468,226,5393,1884,3470,6495,4415,7604,4148,248,3425,7767,20,266,405,478,4791,9225,Corona,Queens,850345.96,QN25,500159,355.7,381.8,368.4,3.52181818181818,0.421218181818182
0.0751126,50,4,426,3632,245,3780,807,1034,29543,23120,13766,5631,1851,0,0,0,12,373,717,943,3407,2463,18861,136,13310,7616,23164,66,180,349,2464,498,11010,498,1230,1102,8887,37,6420,3349,7011,1,751,14356,407,2463,11319,156,1644,3759,5551,126,536,12110,445,2177,1361,9974,99,6890,4267,6755,0,583,15187,848,11876,25498,136,1326,214,2516,1547,1073,2792,2351,5694,4209,39,233,469,0,8,8,69,1096,2502,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Queens,117415.416,QN10,654845,344.8,364,355.6,2.5675,0.391275
0.1875559,51,2,2764,3022,1945,10537,79,3147,41871,28775,16779,28937,18400,0,0,0,1304,7389,19278,79,409,9212,13967,0,7484,2241,12136,157,619,1537,330,1334,12056,22,92,3479,5693,0,2794,854,7938,152,1771,18907,3827,9212,14245,2009,11147,29037,6483,62,1813,16719,57,317,5733,8274,0,4690,1387,8841,201,1729,22964,492,2423,6583,0,1055,228,2943,1253,2295,2600,2332,5243,1832,26,260,356,16,50,107,1152,5993,14010,East Tremont,Bronx,765298.01,BX17,248589,296.9,385.7,345,2.89916666666667,0.50305
0.0751264,52,3,120,1354,189,2343,1140,1055,20449,17454,14043,4646,2303,0,0,0,55,677,1220,1559,4802,1289,14690,419,12942,10718,15758,49,305,780,3243,540,8127,898,2173,599,6932,218,6135,4923,6681,25,203,9720,542,1289,9394,85,1420,2524,1748,31,515,9327,661,2629,690,7758,201,6807,5795,7362,0,313,10729,466,8630,11159,419,500,127,987,385,2900,4977,2044,2224,5916,48,1042,1435,0,31,31,437,3358,5824,Prospect Heights,Brooklyn,336479.12,BK64,493713,207.4,207.1,206.8,2.18833333333333,0.444
0.5698113,53,1,0,0,0,143,0,151,1483,1472,265,1319,1176,0,0,0,21,21,136,12,19,622,801,12,303,86,31,5,5,33,7,137,1208,12,12,498,668,12,230,55,211,0,0,1216,0,622,0,62,94,454,498,118,14,264,0,7,124,133,0,73,31,54,0,0,267,28,69,470,12,19,6,41,4,11,18,15,217,67,0,0,6,0,0,0,97,170,838,park-cemetery-etc-Manhattan,Manhattan,1884.995755,MN99,NA,NA,NA,NA,NA,NA
0.0648869,54,5,617,4461,318,5320,432,1208,39517,30938,18617,8461,3141,0,0,0,0,376,916,674,3540,2863,24956,242,15515,8792,30078,8,132,492,2866,768,14560,436,1703,1149,11806,180,7494,4266,10100,11,972,18784,569,2863,13345,199,2460,5772,9441,178,440,16378,238,1837,1714,13150,62,8021,4526,8517,10,1100,20733,971,14081,29741,242,1273,173,4065,2286,1702,2855,4500,6723,5252,178,3393,6600,0,49,134,51,586,1634,New Springville-Bloomfield-Travis,Staten Island,88863.93258,SI05,846652,333.4,374.2,356.8,2.95444444444444,0.363944444444444
0.0494001,55,5,319,3700,163,3208,881,770,31931,25480,15587,5615,2407,0,0,0,24,303,530,1135,3554,2730,19908,254,12793,7710,25711,0,139,331,2419,440,11885,696,1848,1255,9212,120,6312,3814,8177,0,869,15087,397,2730,11096,120,1498,2935,7115,185,330,13595,439,1706,1475,10696,134,6481,3896,7410,0,877,16844,690,12679,26037,254,1377,214,2767,2397,1527,2586,3314,5083,4156,42,2130,4206,0,0,6,14,321,821,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Staten Island,86147.377,SI24,611438,296.6,311.6,305.2,2.85571428571429,0.412614285714286
0.0780159,56,3,805,2321,775,11018,140,1609,47526,34082,20624,24238,13220,0,0,0,283,2889,6226,175,923,8322,19462,35,8130,3009,23169,69,342,712,748,810,15788,64,343,3687,8908,20,3464,1238,10945,150,1815,22721,2187,8322,13634,944,12813,29024,11332,43,799,18294,111,580,4635,10554,15,4666,1771,9679,35,1830,24805,561,10226,23808,35,1059,57,3483,508,4935,6256,2068,5121,2086,157,1430,3483,0,15,90,539,5684,13207,Cypress Hills-City Line,Brooklyn,797781.07,BK83,648452,468.2,524.1,496.5,3.46,0.472225
0.0841316,57,1,191,2931,261,2285,1656,1133,21864,19975,13467,4558,2273,0,0,0,57,314,529,2177,5712,620,15992,521,14787,12610,17306,101,340,480,3535,628,8718,1008,2461,236,7340,242,6859,5935,6649,0,41,9646,623,620,10481,167,899,1311,1205,117,505,11257,1169,3251,384,8652,279,7928,6675,6818,0,65,12218,882,10702,16173,521,263,159,562,901,1001,4137,4099,2177,6898,93,1645,3593,0,0,13,0,466,1076,Stuyvesant Town-Cooper Village,Manhattan,206727.51,MN50,196932,75.6,82.5,78,2.085,0.4677
0.1241022,58,2,1738,1885,792,7218,24,1175,25542,17179,9468,17227,10009,0,11,21,477,4858,12178,71,361,6226,7924,47,4219,1105,7876,48,247,792,290,515,7345,54,138,2750,3074,30,1346,341,4838,154,1155,11721,2227,6226,8318,777,7017,18343,3705,70,660,9834,17,223,3476,4850,17,2873,764,4630,169,869,13821,210,1488,4114,47,544,196,1621,774,1182,2131,1250,3114,744,32,153,323,0,29,54,408,2682,8060,Longwood,Bronx,331591.53,BX33,102323,120.1,152.9,141.4,2.932,0.48754
0.0703366,59,3,1765,6520,1987,27502,873,2710,106203,65900,38529,63836,36334,0,0,0,163,3375,6175,1232,4058,15325,39704,359,19608,10192,41766,0,227,381,2826,1612,33195,880,2380,8266,19146,237,10205,5499,22353,156,3412,54766,2375,15325,28325,329,5821,11039,20096,45,1098,32705,352,1678,7059,20558,122,9403,4693,16176,139,3071,51437,2086,28421,85730,359,1494,834,5889,6833,4057,5933,7475,9416,6134,439,6050,12991,0,12,25,22,425,901,Borough Park,Brooklyn,1560260.03,BK88,1103775,710.7,783.3,742.1,3.73571428571429,0.466164285714286
0.1117083,60,3,1141,5175,921,11371,197,3201,56277,43739,28655,20271,8900,0,0,0,86,587,1273,267,2045,6678,31482,70,17641,6595,35729,42,257,563,1778,1539,18576,92,573,2638,13425,17,7079,2217,12308,29,1605,25251,2213,6678,20055,143,1115,2617,13841,50,1662,25163,175,1472,4040,18057,53,10562,4378,16347,142,1344,31026,79,540,1153,70,3057,317,6548,1468,4374,5094,3621,11046,4550,6,582,965,11,91,178,2977,26550,52145,Rugby-Remsen Village,Brooklyn,816467.36,BK96,895192,584.9,692.3,655,2.82882352941176,0.421858823529412
0.1057518,61,4,591,2544,272,5471,355,1515,27943,23184,14326,9197,3726,0,0,0,119,928,1757,500,2038,4474,16149,145,10907,6490,18627,28,267,882,1538,724,11025,230,889,1891,7870,92,5355,3261,7602,13,539,13333,883,4474,8870,238,2365,4318,5242,159,791,12159,270,1149,2583,8279,53,5552,3229,6724,9,432,14610,433,4161,8057,145,999,66,3240,1178,1259,2760,2505,4417,4452,909,8570,16426,0,50,217,26,350,604,East Flushing,Queens,358662.47,QN52,713248,480.4,506.2,493.6,3.16666666666667,0.426616666666667
0.0946486,62,4,283,1425,126,4565,168,1185,23070,17715,12520,8766,4201,0,46,46,398,5685,9739,207,738,4217,10867,39,5467,2522,14005,47,485,709,531,535,9295,149,384,2356,5406,22,2562,1211,7265,27,675,12001,403,4217,6264,659,8606,14746,5400,138,650,8420,58,354,1861,5461,17,2905,1311,5255,26,570,11069,282,2699,5102,39,851,158,2280,969,1300,2727,2541,2945,1784,9,455,1314,0,56,66,449,3094,6094,East Elmhurst,Queens,300553.11,QN27,446564,252.2,283.8,267.2,3.63875,0.4166625
0.0844740,63,4,226,2513,134,3337,403,864,20684,16713,10228,5075,1738,0,24,40,43,650,915,623,2523,2327,12672,220,9038,5679,15582,18,141,460,1900,404,7909,365,1069,1061,5956,171,4413,2713,5425,27,489,10047,269,2327,7182,173,1444,2745,3634,155,460,8804,258,1454,1266,6716,49,4625,2966,4803,0,413,10637,526,4698,10254,220,935,132,2069,978,950,1840,1936,3359,3156,256,4563,8669,6,6,23,15,146,323,Auburndale,Queens,129414.62,QN48,481591,274.4,300.2,289.7,2.91857142857143,0.393785714285714
0.1545235,64,2,1634,4927,1429,15334,141,4598,61503,44489,29756,28380,13046,0,30,32,657,3805,8574,240,1854,8770,29436,99,18415,7297,32297,48,425,1542,1614,2145,19027,88,604,3849,12099,47,7009,2427,13136,172,1930,27457,2625,8770,20322,845,5550,13502,11021,79,2453,25462,152,1250,4921,17337,52,11406,4870,16620,89,1868,34046,165,1649,4304,99,2676,131,6094,1797,3316,4892,4897,11118,5443,55,546,1038,93,212,349,3580,23058,45664,Williamsbridge-Olinville,Bronx,978497.89,BX44,845829,622.2,726.5,677.8,3.03,0.425105
0.0866689,65,4,739,4536,521,10110,836,2371,51509,42803,27357,16798,6688,0,0,0,135,1968,3667,1098,4456,7745,30893,262,20518,12828,33980,92,706,1317,3358,1340,20312,536,2042,3165,14940,163,10254,6134,14809,9,1039,24824,1454,7745,17877,392,4170,7766,10375,158,1031,22491,562,2414,4580,15953,99,10264,6694,12548,11,1084,26685,624,8395,17432,262,1761,171,6281,2656,2235,5516,5192,7690,8372,1497,15732,28014,0,60,102,23,491,977,Murray Hill,Queens,464172.831,QN51,886570,526.1,567.1,547.4,2.87615384615385,0.418630769230769
0.1670890,66,3,831,1681,1038,5886,40,2176,29854,19933,13023,17339,11453,0,19,29,179,1416,4003,112,465,4968,11224,72,5439,1618,12026,26,155,365,353,1029,8234,52,186,1812,4481,39,1713,553,5692,60,1076,13076,2335,4968,9841,370,3211,8720,5785,44,1147,11699,60,279,3156,6743,33,3726,1065,7331,132,1231,16778,83,1167,3381,72,1035,127,2654,627,2212,2345,1186,3821,1153,0,91,240,0,27,66,1888,10105,21770,East New York (Pennsylvania Ave),Brooklyn,429098.54,BK85,283190,221.2,285.1,258,2.99555555555556,0.4881
0.0945224,67,2,935,2532,237,6319,160,1503,30376,23221,15901,11415,5096,0,0,0,325,3327,6528,215,1820,3871,17084,55,11996,5449,18937,80,767,1386,1605,824,10708,114,706,1810,7811,28,5412,2436,7857,0,688,14394,1096,3871,12590,623,5480,10749,5088,80,679,12513,101,1114,2061,9273,27,6584,3013,8044,0,609,15982,213,1709,3536,55,990,115,4607,813,2691,3005,1591,6547,3629,148,1708,3776,0,41,125,737,8349,15025,Parkchester,Bronx,498327.97,BX46,237017,183.2,181.9,182.1,2.48,0.38318
0.0676790,68,4,301,2537,189,1453,189,722,20212,16673,10668,2839,1386,0,0,0,0,67,123,285,1651,1939,12597,96,8544,4149,17327,6,85,222,1366,440,7494,148,542,890,5643,64,3531,1607,5147,4,711,9274,156,1939,6337,18,501,1026,4053,143,282,9179,137,1109,1049,6954,32,5013,2542,5521,0,661,10938,18,388,686,96,1853,94,1581,848,1112,1897,1902,4395,2498,0,170,423,0,72,125,698,9853,18633,Cambria Heights,Queens,224869.01,QN33,1041587,548.1,584,570.2,3.17769230769231,0.346592307692308
0.1026167,69,3,359,1872,111,4211,236,851,19541,13984,8293,6829,2618,0,0,0,112,504,931,389,1588,1635,10037,153,6737,3923,12687,10,51,131,1199,524,6943,278,786,810,4941,112,3416,2050,4861,101,630,9573,591,1635,6607,172,970,1679,3300,25,327,7041,111,802,825,5096,41,3321,1873,3432,0,751,9968,655,7131,17438,153,227,63,1707,1150,1080,1358,1353,2814,2335,55,451,761,14,35,111,5,88,169,Ocean Parkway South,Brooklyn,286068.243,BK46,457247,296.7,302.3,298.4,3.01111111111111,0.474433333333333
0.0656836,70,1,1106,9004,371,5951,6682,3412,77676,68405,51946,11375,5424,35,207,207,139,895,1590,9109,23440,2738,60452,2427,55827,48787,65860,14,705,1249,14331,1385,29023,4964,10531,1110,26309,1092,24407,21614,23450,36,460,33428,2153,2738,43613,302,3689,7105,4625,111,2027,39382,4145,12909,1628,34143,1335,31420,27173,28496,12,536,44248,2572,43498,64865,2427,809,524,2701,2962,6142,18960,12262,7040,25347,266,5037,7066,17,30,30,369,1574,2669,Yorkville,Manhattan,1430534.42,MN32,845466,345.8,333,339.2,1.78111111111111,0.500977777777778
0.1828532,71,2,1880,2877,1565,11200,57,2939,37872,26488,16073,25177,13977,8,18,35,1035,6707,15929,112,633,8402,13303,55,7409,2172,12387,139,617,1620,521,1573,11602,40,210,3577,5466,40,2697,688,7366,95,1405,17261,2892,8402,12475,1690,9510,23023,5894,72,1366,14886,72,423,4825,7837,15,4712,1484,8707,156,1469,20611,320,1553,4171,55,1187,416,2863,630,2034,3143,2005,5237,1539,4,77,230,0,36,158,1433,7048,15729,Morrisania-Melrose,Bronx,530614.12,BX35,201923,206.9,258.2,232.5,2.98625,0.4634625
0.1366036,72,4,338,1520,238,3480,170,1682,21520,17189,12313,6289,2809,0,60,102,86,1190,1920,243,927,2745,11685,73,7504,3243,14781,80,611,1258,684,777,7783,100,299,1196,5009,28,3028,1317,5854,0,747,9675,376,2745,6273,201,1513,2627,4181,124,905,9406,143,628,1549,6676,45,4476,1926,6459,53,704,11845,92,717,1484,73,1545,156,2270,541,1036,2318,2008,4261,2316,126,1520,2777,0,52,100,1298,8138,13879,Hollis,Queens,227212.49,QN07,586063,301.1,367.6,341.6,3.55,0.413388888888889
0.0704775,73,4,268,4059,77,2461,858,794,22427,18756,11266,3673,1212,0,0,0,0,264,581,1179,3301,1679,15697,321,11631,7828,18334,11,360,975,2122,337,8326,717,1595,679,7035,145,5321,3940,5607,49,464,10254,380,1679,9167,32,892,2024,4066,151,457,10430,462,1706,1000,8662,176,6310,3888,5659,0,392,12173,393,6074,12787,321,1035,137,1925,1364,841,1796,2771,3803,4527,345,4139,7241,0,90,127,45,339,716,Glen Oaks-Floral Park-New Hyde Park,Queens,67266.24,QN44,372525,248.1,255.1,253.8,2.482,0.42798
0.0990264,74,4,1240,8571,1234,24187,1207,5808,105188,84830,58651,43122,18935,0,14,26,1450,12657,22146,1777,6337,18329,55413,570,35039,19404,61413,139,2085,3747,4560,3257,43355,955,3079,9611,27452,331,17332,9583,35387,266,2630,53569,2732,18329,36495,3095,32858,57031,20374,139,2551,41475,822,3258,8718,27961,239,17707,9821,23264,180,2450,51619,2246,28257,50451,570,2288,545,10287,4271,9212,15048,8916,15635,13067,1656,13787,25597,74,196,368,243,1610,2853,Jackson Heights,Queens,1323557.98,QN28,956384,658.9,744.1,701.7,2.97736842105263,0.419921052631579
0.0676443,75,1,1167,4225,661,7107,1915,1739,54326,48489,25708,17504,10397,0,0,0,175,1674,4927,5175,14117,4182,30050,3260,26039,22186,26450,125,923,2413,8942,845,20591,2968,6638,1570,13467,1844,11610,9992,12033,55,2343,23401,3309,4182,20166,438,4614,12360,4011,94,894,27898,2207,7479,2612,16583,1416,14429,12194,13675,25,3856,30925,1000,16116,30773,3260,414,416,1532,4139,2677,6845,5737,3853,8069,140,3600,7845,21,21,29,278,3374,8339,Morningside Heights,Manhattan,885025.472,MN09,584877,300.6,314.9,300.6,2.153,0.54904
0.1402392,76,2,1250,2791,1031,8989,44,2204,35886,25669,15716,21624,12635,0,0,0,555,6073,13700,49,513,8443,13042,5,7054,2305,13874,228,955,2948,464,885,12216,14,200,4097,6206,0,2992,776,8483,118,1049,17126,2075,8443,11247,1337,10136,23070,5988,83,1319,13453,35,313,4346,6836,5,4062,1529,7233,230,1290,18760,335,2251,5343,5,796,126,4171,977,2109,2400,1904,4749,1792,182,1186,2661,62,336,500,842,4905,10734,Soundview-Bruckner,Bronx,608956.73,BX55,286087,298,294.1,293.8,3.09888888888889,0.472277777777778
0.1437785,77,2,719,2981,436,4782,401,2274,33404,25708,15816,9066,4284,0,0,0,596,2890,5993,660,2472,4394,18141,259,11918,6158,22589,20,243,1123,1812,1059,11896,347,834,2075,8278,131,5462,2772,7601,42,801,16059,971,4394,9707,734,4411,9570,6223,69,1215,13812,313,1638,2319,9863,128,6456,3386,8215,3,982,17345,378,5040,11740,259,824,57,2484,1841,1445,2638,3569,5760,3686,196,1555,3115,0,48,89,1084,6022,11344,Allerton-Pelham Gardens,Bronx,331853.6,BX31,740550,417.4,444.3,436.2,3.25454545454545,0.425781818181818
