UEMPRATE,cartodb_id,borocode,withssi,withsocial,withpubass,struggling,profession,popunemplo,poptot,popover18,popinlabou,poororstru,poor,pacificune,pacificinl,pacific,otherunemp,otherinlab,otherethni,onlyprofes,onlymaster,onlylessth,onlyhighsc,onlydoctor,onlycolleg,onlybachel,okay,mixedunemp,mixedinlab,mixed,master,maleunempl,maleover18,male_pro,male_mastr,male_lesHS,male_HS,male_doctr,male_collg,male_BA,maleinlabo,maledrop,male16to19,male,lessthan10,lessthanhi,households,hispanicun,hispanicin,hispanic,highschool,field_1,femaleunem,femaleover,fem_profes,fem_master,fem_lessHS,fem_HS,fem_doctor,fem_colleg,fem_BA,femaleinla,femaledrop,femal16_19,female,europeanun,europeanin,european,doctorate,comm90plus,comm_less5,comm_60_89,comm_5_14,comm_45_59,comm_30_44,comm_15_29,college,bachelor,asianunemp,asianinlab,asian,americanun,americanin,american,africanune,africaninl,african,ntaname,boroname,popdty,ntacode,medianinco,medianagem,medianagef,medianage,HHsize,gini
0.0744828,125,1,1330,6786,648,6709,5111,3564,69299,62726,47850,14554,7845,0,0,0,165,1287,2549,7371,18961,3471,52777,2260,48383,40435,52809,233,1488,3281,11590,1873,31888,3817,9702,1557,27904,1336,25391,21229,26218,6,590,34899,2720,3471,39072,611,6026,10649,4394,97,1691,30838,3554,9259,1914,24873,924,22992,19206,21632,42,1173,34400,2331,36317,50798,2260,945,706,1593,8322,2067,9580,17693,7948,21474,417,6298,8240,82,344,459,336,2116,3972,Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan,998832.399,MN13,1493443,581.1,531.6,556.2,1.72066666666667,0.561373333333333
0.0937701,126,1,283,2652,318,1336,2062,1752,26075,24469,18684,3978,2642,0,11,11,0,360,573,2796,7008,711,20271,734,18771,16492,20707,80,358,608,4212,774,10689,1590,3133,357,9264,360,8516,7241,8389,0,302,11367,1012,711,14877,133,1064,1682,1500,103,978,13780,1206,3875,354,11007,374,10255,9251,10295,0,676,14708,1455,15529,21094,734,124,169,753,2295,573,3923,7382,2279,9484,80,1897,2865,0,0,97,137,519,827,Gramercy,Manhattan,387816.6,MN21,390330,148.4,133.4,140.5,1.6475,0.485875
0.1532238,127,1,4221,8560,1500,24697,1061,7386,89551,73110,48204,49086,24389,0,29,42,3351,20663,39206,1889,6039,22664,39441,828,27058,14910,39274,498,2535,5080,4150,4311,36476,1207,3005,10788,20493,624,14135,7351,26635,312,2622,44204,4447,22664,29283,5791,32857,64553,12383,115,3075,36634,682,3034,11876,18948,204,12923,7559,21569,121,2061,45347,1877,13674,25493,828,1926,589,4617,4340,6627,11040,7659,12148,8871,95,1599,2558,59,302,746,1506,9390,16426,Washington Heights South,Manhattan,1362581.87,MN36,446030,411.2,435.6,415.4,2.96583333333333,0.4708
0.1312907,128,4,1129,3728,497,12594,414,4088,59550,44178,31137,21183,8589,0,23,23,1533,9416,17372,588,2572,8958,28670,174,17315,8038,38194,170,1625,3277,1984,1994,21089,380,1029,4008,13599,71,8155,3490,16494,157,1950,29264,1047,8958,17140,2183,16384,31359,11355,160,2094,23089,208,1543,4950,15071,103,9160,4548,14643,126,1732,30286,1255,10864,21029,174,2364,219,7010,1515,4555,6197,3340,9277,5466,723,6711,13257,1,158,204,406,2282,4388,Woodhaven,Queens,891579.12,QN53,1159801,643.7,717.8,681.7,3.4485,0.4144
0.1382469,129,2,1646,2299,1203,11018,154,2566,39680,27602,18561,25345,14327,0,0,0,1254,9020,18172,176,657,9148,14258,22,7866,2557,14110,90,491,1139,481,1332,12736,103,376,4204,6354,0,3408,1100,9477,195,1080,18695,2027,9148,12795,1733,13046,27766,6392,86,1234,14866,73,281,4944,7904,22,4458,1457,9084,147,1373,20985,472,2831,6997,22,723,164,2978,1488,2835,4550,2192,5309,1900,61,487,946,3,166,483,686,5505,11943,West Concourse,Bronx,801665.8,BX63,207197,203.7,231.1,218.9,3.10571428571429,0.425928571428571
0.1162139,130,3,2445,4690,1833,16475,376,3606,70095,48544,31029,40025,23550,0,0,0,450,2952,6355,499,3392,9688,30338,123,18976,9385,29582,59,733,1419,2893,2004,22033,285,1459,4647,13299,72,8352,3884,15660,178,2236,33241,3845,9688,24225,778,5993,13102,11362,36,1602,26511,214,1933,5041,17039,51,10624,5501,15369,164,2102,36854,624,8467,22449,123,1058,258,4942,2771,4746,7380,4385,9591,5993,113,1099,1890,0,88,256,2360,17690,37726,Bedford,Brooklyn,1212204.33,BK75,702984,542.5,595.9,560.9,2.92894736842105,0.476168421052632
0.0907775,131,4,250,2915,285,2496,169,1192,25141,19594,13131,4155,1659,0,0,0,18,118,124,302,1740,2639,14755,133,10244,4620,20869,93,272,602,1438,628,8072,89,526,1023,6099,53,3988,1551,5642,72,783,10978,199,2639,7891,34,350,937,4511,169,564,11522,213,1214,1616,8656,80,6256,3069,7489,37,568,14163,13,321,682,133,1749,108,2610,779,1418,2279,2255,5624,2880,0,60,97,0,43,43,1068,12317,23593,Laurelton,Queens,192884.7,QN66,871570,422.6,475.9,455,3.17454545454545,0.352336363636364
0.1205906,132,4,651,4442,568,8450,390,3969,57549,45331,32913,14234,5784,0,33,75,109,2584,4416,464,2578,6707,32293,74,20116,9239,42828,459,2147,3642,2114,2121,21553,159,923,3408,15008,33,9094,3956,16611,38,1774,27844,580,6707,16048,690,5842,10801,12177,144,1848,23778,305,1655,3299,17285,41,11022,5283,16302,91,1815,29705,388,4225,8320,74,4170,343,5049,1603,3315,6545,6169,10877,6661,582,6533,10692,46,138,161,2385,17224,30243,Queens Village,Queens,488561.35,QN34,1451519,739.9,779.6,761.4,3.575,0.367035
0.0813725,133,4,291,2267,112,3115,263,1079,25964,20091,13260,4957,1842,0,0,0,161,950,1673,458,2465,1957,16032,195,11005,6789,20656,35,373,813,2007,608,9920,309,1285,980,7844,156,5430,3464,7246,7,615,12986,252,1957,8110,193,2211,3880,5027,150,471,10171,149,1180,977,8188,39,5575,3325,6014,0,560,12978,494,6030,11230,195,1237,32,1810,1779,1079,2560,3197,4216,4324,334,4963,10245,42,106,144,13,812,1859,Bellerose,Queens,90144.791,QN43,475335,223.3,241.7,231.3,3.14,0.3667
0.0574709,134,1,675,3184,294,5312,1717,1682,43755,41008,29267,11753,6441,0,17,30,52,853,1421,2462,8980,2632,29411,745,25579,21682,27805,38,762,1219,6518,862,20120,1458,4530,1181,15384,518,13169,11100,15312,31,1452,21488,2335,2632,22306,221,2898,5195,3832,104,820,20888,1004,4450,1451,14027,227,12410,10582,13955,0,2178,22267,1209,22611,31859,745,630,619,1421,2739,1604,7359,10826,3897,12702,175,3730,6419,0,36,88,208,1258,2719,East Village,Manhattan,781548.2,MN22,518245,247.9,220.3,234.6,1.74857142857143,0.502271428571429
0.1042778,135,4,1552,5206,728,18097,389,4400,80046,62213,42195,28376,10279,16,60,145,1228,12149,21733,450,2282,13759,38998,61,19826,9011,51455,364,2669,5293,1832,2548,29860,328,1227,6174,19154,58,9751,4527,22330,113,2508,38893,1101,13759,22031,1126,10121,17681,19172,162,1852,32353,122,1055,7585,19844,3,10075,4484,19865,95,2361,41153,535,6272,12810,61,4613,304,8988,2430,5107,7934,6818,10815,6729,1148,10346,19724,58,325,784,1051,10363,19557,South Ozone Park,Queens,836019.672,QN55,1484630,889.2,926.4,909.1,3.6344,0.40754
0.1378348,136,4,850,2737,479,6505,53,2470,34293,25563,17920,11445,4940,0,0,0,195,1842,3534,78,1109,4073,17624,25,10042,3719,22680,50,390,801,1031,1240,11449,33,390,1868,7638,17,3965,1466,8698,123,1310,16029,585,4073,10364,351,1912,3751,7582,174,1230,14114,45,719,2205,9986,8,6077,2253,9222,61,1241,18264,146,555,993,25,1820,72,3182,1261,2407,3353,2497,6323,2610,49,732,1531,0,83,137,2030,14303,27297,Baisley Park,Queens,391476.1,QN76,970284,507.3,607.5,559.2,3.270625,0.40828125
0.1589521,137,3,2776,5819,2253,12563,503,4787,64331,48066,30116,30546,17983,0,0,10,553,2296,5049,764,2930,9830,31170,261,18654,8847,33473,100,519,1203,2166,2620,21012,297,967,4588,13060,89,7221,3482,14064,158,1741,28872,4370,9830,24360,1279,5596,13632,12516,16,2167,27054,467,1963,5242,18110,172,11433,5365,16052,117,1761,35459,571,3657,7778,261,1590,231,4840,1169,5715,6773,3521,9807,5917,134,937,1880,13,29,101,3416,22647,48310,Stuyvesant Heights,Brooklyn,1034956.66,BK35,669067,586.2,617,607.7,2.61777777777778,0.478222222222222
0.1386274,138,3,3271,5071,1488,17634,199,4771,71247,53355,34416,38577,20943,0,11,11,1128,6986,16670,348,2204,15225,29166,149,17369,8026,32018,211,960,2204,1856,2238,24576,229,925,6916,13448,135,7759,3718,17522,182,2439,33944,4120,15225,24164,2834,18803,42733,11797,39,2533,28779,119,1279,8309,15718,14,9610,4308,16894,65,1918,37303,1478,14870,27651,149,1462,487,5098,1881,5635,8419,5121,9343,5822,121,919,1602,52,286,538,1781,10384,22571,Bushwick South,Brooklyn,1138519.95,BK78,840415,610.3,647.3,634.1,3.00190476190476,0.444538095238095
0.1046319,139,4,223,1384,256,2240,187,1073,19901,14849,10255,4454,2214,0,0,0,61,182,442,274,1139,1738,10868,87,7291,3014,14984,31,257,609,865,650,6465,120,420,872,4616,13,2901,1205,4633,0,512,9221,206,1738,5553,123,701,1590,3577,121,423,8384,154,719,866,6252,74,4390,1809,5622,0,412,10680,39,457,966,87,1360,60,1764,552,1182,2119,1485,4277,1875,15,120,295,0,0,1,927,9239,17588,Springfield Gardens South-Brookville,Queens,75494.671,QN03,407557,158.7,182.6,172.7,3.354,0.34222
0.0804215,140,4,492,3736,559,10087,495,2030,45259,36831,25242,15879,5792,0,82,133,318,2752,5134,697,3012,7462,25377,202,17970,11098,28679,46,505,1123,2315,1037,18256,354,1492,3512,12450,144,8916,5359,14262,33,908,22708,992,7462,16388,786,8701,15533,7407,168,993,18575,343,1520,3950,12927,58,9054,5739,10980,13,787,22551,973,11748,20594,202,910,61,3590,1520,4537,7602,3962,6872,8086,675,9538,17028,0,41,192,18,576,1055,Woodside,Queens,573129.928,QN63,690284,416.8,439.2,422.8,2.82833333333333,0.394233333333333
0.0815724,141,2,676,3897,264,4300,1120,1243,29848,24299,15238,7434,3134,0,0,0,257,3148,6271,2085,5789,2802,19250,965,15558,10730,21262,74,594,1304,3704,648,11130,1151,2409,1245,8597,605,7056,4665,7612,20,668,14091,841,2802,12741,394,5377,10811,3692,67,595,13169,934,3380,1557,10653,360,8502,6065,7626,0,499,15757,779,8829,17626,965,808,126,3242,1238,2497,2644,2393,4828,4941,0,1178,1964,0,89,118,133,1400,2565,Spuyten Duyvil-Kingsbridge,Bronx,334290.74,BX29,638759,371.8,432.1,398.3,2.23888888888889,0.430166666666667
0.1539307,142,2,2913,5136,2347,18220,254,4341,63504,45997,28201,39590,21370,0,0,0,1675,11647,25201,332,1723,14870,23859,78,14562,5325,22574,70,438,1491,1391,2315,21698,167,657,6810,10935,23,6032,2148,14483,401,2285,30751,4268,14870,21343,2404,15989,36303,9297,61,2026,24299,165,1066,8060,12924,55,8530,3177,13718,218,2146,32753,502,3265,8385,78,1762,253,4679,1391,4081,5959,3863,9237,3602,26,313,644,7,62,425,2061,12411,27358,East Concourse-Concourse Village,Bronx,1487556.16,BX14,401452,429.9,493.3,463.9,2.91,0.45325
0.1778208,143,2,2471,3123,1664,12025,8,2758,39020,26330,15510,27850,15825,0,0,0,981,5963,14802,8,444,9340,12007,0,6356,1902,10693,67,302,855,436,1426,10495,8,63,3804,4550,0,2067,492,6830,126,874,17157,2998,9340,12776,1863,10701,26936,5651,71,1332,15835,0,381,5536,7457,0,4289,1410,8680,184,1219,21863,536,2948,7846,0,829,143,2606,1262,1887,3336,1996,4454,1458,0,99,216,19,301,549,1155,5841,14752,Melrose South-Mott Haven North,Bronx,515108.29,BX34,206117,193.3,241.9,223.2,3.08625,0.4538625
0.0519805,144,3,825,1584,385,7982,233,437,32828,17130,8407,26221,18239,0,0,0,74,346,1194,244,423,4287,8642,11,3727,1000,6407,0,94,320,179,257,8387,215,317,1840,4241,11,2675,637,5151,54,1476,16820,1726,4287,8299,148,1433,3779,4915,34,180,8743,29,106,2447,4401,0,1052,363,3256,41,1098,16008,300,7711,30366,11,157,222,404,2526,754,1196,2272,2727,577,0,24,30,0,0,5,63,232,913,Williamsburg,Brooklyn,549624.19,BK72,151570,127,147.8,136.1,4.17571428571429,0.497857142857143
0.0648141,145,3,1459,3104,659,9312,1017,1754,46070,37026,27062,21658,12346,0,0,88,183,1651,3723,1447,5344,6504,25270,430,20594,15171,24313,149,832,1337,3897,716,17899,696,2468,3076,12249,205,10182,7385,13884,133,1012,22290,2200,6504,19172,686,7454,17189,4676,35,1038,19127,751,2876,3428,13021,225,10412,7786,13178,66,904,23780,1148,21517,36143,430,659,202,1069,2131,2935,9810,5887,5423,9827,74,1669,2048,28,61,126,172,1305,2605,North Side-South Side,Brooklyn,631272.22,BK73,736085,412,397,403.7,2.36384615384615,0.482469230769231
0.1215936,146,2,660,2422,610,6668,284,1758,30098,22297,14458,13385,6717,0,0,7,781,5872,12181,402,1307,5510,13828,118,8227,3889,15995,48,478,1129,905,886,10712,208,615,2848,6294,62,3520,1573,7474,39,823,14583,969,5510,9657,1011,7729,16390,5601,74,872,11585,194,692,2662,7534,56,4707,2316,6984,12,709,15515,584,5266,10876,118,780,136,2984,1493,1696,2501,2508,4338,2582,150,1376,2682,20,45,108,175,1412,3115,Van Nest-Morris Park-Westchester Square,Bronx,400404.541,BX37,544692,424.8,432.5,429.6,3.12083333333333,0.3996
0.0530711,147,3,114,2402,106,1146,2780,788,23498,20492,14848,3360,2214,0,0,0,68,307,682,3642,8265,326,17971,862,16575,14652,19262,23,338,931,4623,384,10230,1921,4103,144,8749,395,7998,7188,7587,0,504,11805,580,326,11346,92,924,1747,1396,1,404,10262,1721,4162,182,9222,467,8577,7464,7261,0,485,11693,587,12245,18810,862,308,210,560,1537,1282,5279,3445,1923,6387,4,1190,1713,39,80,80,67,688,1282,Brooklyn Heights-Cobble Hill,Brooklyn,419888.64,BK09,637162,222.4,218.9,217.2,1.87166666666667,0.51485
0.0610020,148,4,327,3255,214,3113,692,873,28097,22299,14311,5839,2726,0,0,58,6,308,442,936,3924,1674,18950,244,14120,9288,22239,0,338,831,2988,432,10382,631,1791,785,8943,208,7084,4614,7738,0,566,13683,648,1674,11235,86,1140,2117,4830,149,441,11917,305,2133,889,10007,36,7036,4674,6573,7,418,14414,487,7031,13977,244,1177,100,2973,1180,1339,2761,2998,4832,5364,336,6249,12198,0,0,9,44,385,582,Oakland Gardens,Queens,98513.619,QN42,463400,246.1,271.4,255.4,2.52,0.397583333333333
0.0793106,149,3,1009,3371,496,5753,364,1063,29311,23621,13403,10295,4542,0,0,0,70,824,1709,555,1950,5036,16215,191,9068,5467,18805,8,184,318,1395,627,11367,348,885,2304,7734,111,4309,2535,7549,0,530,14421,966,5036,10726,208,1749,3553,7147,8,436,12254,207,1065,2732,8481,80,4759,2932,5854,0,491,14890,618,7816,17345,191,771,8,3645,826,2248,2049,2241,3601,3517,353,4268,9224,14,40,74,0,271,641,Bath Beach,Brooklyn,425806.68,BK27,586776,407.8,451.1,426,2.74,0.462381818181818
0.1084487,150,3,926,5081,580,9693,411,3055,52657,41228,28170,15748,6055,0,8,8,50,385,1054,576,2671,4350,31744,165,18431,8391,36857,50,419,925,2095,1681,17892,296,1027,2131,13406,58,7291,3383,12611,72,1416,23220,1456,4350,18217,201,1408,3283,13313,47,1374,23336,280,1644,2219,18338,107,11140,5008,15559,5,1494,29437,107,803,1586,165,1798,84,5503,1045,4606,6974,4149,10040,5720,21,323,516,0,29,29,2827,26203,48539,East Flatbush-Farragut,Brooklyn,828555.93,BK91,1114112,691.7,745.7,728.6,2.95368421052632,0.400457894736842
0.0827230,151,3,1893,4444,410,10661,1199,1841,51514,38200,22255,21261,10600,0,0,0,80,917,1807,1796,5729,4207,28366,597,21038,13730,29840,25,313,656,3933,1196,18392,1194,2804,2136,13248,331,9977,6527,11995,102,1695,25512,2601,4207,18430,205,1676,3273,7328,22,645,19808,602,2925,2071,15118,266,11061,7203,10260,32,1356,26002,1199,17440,41195,597,792,238,3459,1809,3169,4710,4740,7308,8001,220,2021,5166,0,36,36,317,1528,2654,Midwood,Brooklyn,730257.84,BK43,989513,582.2,677.7,637,2.87333333333333,0.503444444444444
0.0586059,152,3,381,1795,144,1664,843,808,22571,18388,13787,4457,2793,0,0,0,31,740,1323,1291,4738,1579,14748,448,11767,9118,18097,77,304,721,3447,406,8631,610,1974,624,7054,200,5542,3987,6953,14,368,10698,611,1579,9510,151,1767,3530,2981,19,402,9757,681,2764,955,7694,248,6225,5131,6834,0,247,11873,591,10562,16664,448,358,97,2642,822,3136,3139,1852,2649,4380,63,1205,2208,1,70,165,45,906,1490,Windsor Terrace,Brooklyn,277630.87,BK40,492431,229.5,228,229.5,2.37,0.425566666666667
0.0859182,153,3,1054,2325,372,8741,469,1457,36199,26532,16958,18216,9475,0,0,0,165,1756,3176,695,2944,4399,18569,226,12925,8030,17754,61,416,950,2249,865,12861,380,1220,2215,8745,118,5873,3705,9383,62,1151,17737,1027,4399,12037,213,2640,5035,5644,20,592,13671,315,1724,2184,9824,108,7052,4325,7575,7,853,18462,839,9529,20243,226,735,142,2785,1104,3576,3733,2520,4895,5086,242,3648,8825,0,8,101,150,1534,2904,Kensington-Ocean Parkway,Brooklyn,508713.09,BK41,345570,256.9,261.4,258.8,3.03875,0.45495
0.1445680,154,1,2413,6293,820,16284,1277,5734,71085,57949,39663,31494,15210,26,45,112,2883,15253,28061,2466,7718,12640,36093,1189,27440,17719,37291,150,1196,2487,5252,2830,26494,1089,3242,5700,15620,580,11920,7954,19447,104,1841,33353,2900,12640,25490,4468,24601,46510,8653,114,2904,31455,1377,4476,6940,20473,609,15520,9765,20216,102,1994,37732,1674,18327,32365,1189,1424,322,4601,2659,7956,7769,5964,9721,10001,105,1222,2067,0,67,94,896,3418,5899,Washington Heights North,Manhattan,1182522.24,MN35,549953,376,437.5,400.3,2.67272727272727,0.457590909090909
0.0704875,155,4,292,2848,154,3224,1104,947,25067,20624,13435,5308,2084,0,0,0,80,1074,1728,1383,3837,2236,16204,279,12647,8435,19111,38,570,1088,2454,493,8868,734,1736,1054,7054,187,5853,3987,6645,0,421,11174,371,2236,9489,91,2135,3830,3557,123,454,11756,649,2101,1182,9150,92,6794,4448,6790,0,704,13893,139,3781,7761,279,956,76,2872,1104,1945,2468,2368,4212,4598,354,4018,7569,0,111,215,336,3881,6706,Jamaica Estates-Holliswood,Queens,152211.15,QN06,657799,338.8,356.6,351.8,2.6675,0.4180875
0.0940028,156,3,1327,5975,547,11987,610,3486,70872,53992,37084,19934,7947,0,0,0,65,1046,1960,791,4473,6154,40100,181,25528,12581,50739,11,383,1041,3682,1903,24245,390,1523,2732,17269,46,10260,4859,17405,103,2069,32144,1501,6154,23279,195,2712,5578,14572,27,1583,29747,401,2950,3422,22831,135,15268,7722,19679,106,2252,38728,379,6274,14783,181,2656,165,7437,1866,4976,7642,7120,12947,8108,91,810,1905,11,57,114,2929,28500,51069,Flatlands,Brooklyn,1019095.31,BK58,1758555,903,1051.4,983.6,3.13074074074074,0.38377037037037
0.1264029,157,2,1481,2645,735,11638,361,2489,41217,29711,19691,22721,11083,0,0,0,1127,7990,16814,525,1544,7170,17662,164,10169,4900,17869,156,784,1886,1019,1154,13157,236,745,2855,7758,80,4251,2081,9959,239,1291,19023,2012,7170,14192,1551,11070,23125,7493,78,1335,16554,289,799,4315,9904,84,5918,2819,9732,12,950,22194,432,4333,9133,164,896,158,4861,1797,3136,2916,2581,5269,3356,112,1516,3570,0,96,284,662,4959,9530,Norwood,Bronx,546130.51,BX43,259905,203.6,224.8,217,2.82714285714286,0.4511
0.0813820,158,5,249,2659,177,3319,251,848,21208,16356,10420,4780,1461,0,0,0,7,401,911,408,1551,1358,13245,157,8146,4035,16428,0,114,208,1143,457,7576,271,548,618,6152,137,3727,1697,5467,45,534,10290,333,1358,7881,90,1449,3054,5099,192,391,8780,137,1003,740,7093,20,4419,2338,4953,30,458,10918,697,9148,18512,157,997,91,2163,1072,935,1723,2329,4111,2484,68,495,1165,0,0,0,76,241,412,New Dorp-Midland Beach,Staten Island,57873.329,SI45,370793,196.6,207,201.3,2.668,0.42502
0.1370644,159,3,577,2091,457,7472,154,2116,29933,22530,15438,13230,5758,0,0,0,78,563,1161,242,913,3931,15335,88,8225,3172,16415,66,307,645,671,1138,9693,161,446,1688,6598,81,3386,1336,6861,73,1038,13695,1152,3931,10222,104,1321,2970,7110,49,978,12837,81,467,2243,8737,7,4839,1836,8577,22,888,16238,0,385,1131,88,1340,52,3005,675,2505,3158,1848,5053,2259,31,318,899,0,0,1,1941,13836,26096,Erasmus,Brooklyn,413885.35,BK95,285001,221.6,254.2,236.3,2.91857142857143,0.442857142857143
0.0806132,160,4,894,5183,859,16415,277,2850,70166,53504,35354,30780,14365,0,0,0,240,2946,6092,514,2690,11655,34160,237,18652,8745,39285,77,721,1578,2176,1547,26231,248,1024,5563,16939,149,8970,3975,19920,147,1846,34551,2094,11655,23963,1396,17540,35863,15508,132,1303,27273,266,1666,6092,17221,88,9682,4770,15434,66,1877,35615,2080,27679,54960,237,1505,199,4156,1290,8322,11815,4085,9907,6055,276,2775,5559,0,128,190,177,1068,1787,Ridgewood,Queens,972743.38632,QN20,NA,NA,NA,NA,2.90947368421053,NA
0.1116738,161,1,4715,10080,1857,17893,825,3837,74243,62176,34359,38790,20897,13,13,13,666,5009,14571,1508,5632,18158,36782,683,25330,16902,35002,307,1607,3303,4124,2145,28962,875,2941,7986,17495,374,12346,8177,17321,112,1682,34965,5388,18158,30216,1894,10564,28817,11452,109,1692,33214,633,2691,10172,19287,309,12984,8725,17038,115,1735,39278,1704,15456,28874,683,953,473,2721,2381,3594,11006,7819,8428,11270,675,8886,19324,24,190,318,448,3109,7840,Lower East Side,Manhattan,1326642.52,MN28,635184,577.3,635.7,605.5,2.38733333333333,0.524126666666667
0.0580125,162,2,227,3722,129,2588,1647,770,26839,21946,13273,4170,1582,0,0,0,104,1215,2511,2659,5970,1490,16969,1012,14152,10952,19644,0,140,548,3311,371,10305,1596,2646,687,7869,555,6523,4987,6588,0,922,12747,624,1490,10909,240,2548,4941,2817,63,399,11641,1063,3324,803,9100,457,7629,5965,6685,0,982,14092,581,9872,19933,1012,842,143,2720,1458,1883,2139,2254,3200,4982,58,895,1643,0,0,0,27,1142,2204,North Riverdale-Fieldston-Riverdale,Bronx,176474.252,BX22,NA,337.4,362.5,350,2.35555555555556,NA
0.2062505,163,2,2563,2882,2305,15105,132,5438,53944,38675,26366,35474,20369,0,48,48,2293,13022,25454,278,1019,11063,20336,146,10862,3499,17687,162,804,2391,741,2586,17802,44,251,4932,9237,28,4360,1243,12936,336,1954,25476,3451,11063,17631,3339,17303,35847,9474,73,2852,20873,234,768,6131,11099,118,6502,2256,13430,251,2140,28468,694,2645,6643,146,1483,95,4259,1622,3592,4163,3514,7363,2480,0,77,321,13,69,215,2276,9671,18872,University Heights-Morris Heights,Bronx,1061214.26,BX36,NA,NA,NA,NA,NA,NA
0.0931077,164,3,1054,3131,491,4498,1848,2179,39422,31728,23403,10312,5814,0,0,0,443,2253,4879,2339,7635,3777,25487,491,21216,17034,28614,56,718,1626,5296,1171,14435,1134,3580,1509,11767,207,9785,7809,11290,37,632,18464,1592,3777,17628,656,3980,8503,4271,14,1008,17293,1205,4055,2268,13720,284,11431,9225,12113,38,554,20958,947,16625,25764,491,375,198,2188,1472,4072,6317,4563,4182,9399,73,1543,2348,0,0,12,660,2256,4793,Carroll Gardens-Columbia Street-Red Hook,Brooklyn,468959.526,BK33,1005602,422.2,424,423.6,2.19416666666667,0.455591666666667
0.1008694,165,3,1191,2667,701,5279,1972,2042,35373,28932,20244,12680,7401,0,0,0,460,1817,4106,2436,6491,4182,21797,464,17825,13914,21821,95,767,1471,4055,996,13593,1280,3075,1861,10313,169,8554,6590,9905,42,630,17227,1784,4182,15085,769,3740,8406,3972,18,1046,15339,1156,3416,2321,11484,295,9271,7324,10339,21,559,18146,528,11845,18073,464,489,80,1256,1267,2352,6733,4019,3911,7423,122,1980,3016,0,34,64,837,3801,8643,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn,465621.889,BK38,1003599,386.7,420.9,403.9,2.08666666666667,0.466208333333333
0.1802928,166,2,1518,2221,710,8947,129,2783,30599,23450,15436,18609,9662,0,0,0,1682,8989,16964,155,798,6199,13467,26,7710,3266,11098,60,504,1226,643,1378,10390,82,319,2814,5913,10,3306,1388,7353,78,924,13741,1894,6199,10599,1961,10761,20962,5757,68,1405,13060,73,479,3385,7554,16,4404,1878,8083,109,954,16858,179,1346,3344,26,1267,137,2688,1016,2170,2616,1710,4444,2468,154,958,1999,34,62,152,674,3577,6914,Kingsbridge Heights,Bronx,456852.04,BX30,199619,198.5,223.5,211.4,2.72166666666667,0.44155
0.0831267,167,3,813,4869,684,10532,587,1810,45216,35923,21774,16980,6448,0,0,21,43,553,1024,809,2953,9343,22456,222,13119,7615,27892,7,148,426,2144,1141,17526,496,1346,4423,10756,160,6155,3527,11935,41,1047,22395,793,9343,14966,167,2314,4210,9337,11,669,18397,313,1607,4920,11700,62,6964,4088,9839,38,972,22821,955,12333,26407,222,1635,263,5262,1847,2595,4340,2683,5504,4662,790,8313,16739,0,76,94,15,351,505,Dyker Heights,Brooklyn,727678.94,BK30,1016628,645.4,716.3,687.2,2.92529411764706,0.421270588235294
0.0928164,168,3,615,2974,289,4900,1085,1951,36413,30518,21020,12104,7204,0,10,32,196,1279,2638,1491,5539,2736,21954,406,18067,12890,22760,58,877,1550,4048,876,14427,651,2451,1324,10182,215,8469,5808,10251,62,794,17412,1480,2736,14937,302,3073,5943,3887,33,1075,16091,840,3088,1412,11772,191,9598,7082,10769,1,851,19001,658,9849,15020,406,580,292,2098,1410,3939,6256,2937,5177,7351,72,1300,1911,12,23,58,955,7682,15204,Clinton Hill,Brooklyn,516764.57,BK69,601196,322.6,332.9,328.5,2.36,0.46963
0.1197288,169,3,1660,3976,548,6350,283,1448,27759,22556,12094,11906,5556,0,0,0,117,555,1673,587,1756,5272,15125,304,8416,4710,15804,0,71,357,1169,716,10315,317,739,2334,6851,228,3664,2179,6118,0,519,12635,1382,5272,11068,263,1627,4263,6709,7,732,12241,270,1017,2938,8274,76,4752,2531,5976,5,663,15124,719,6886,16699,304,962,23,2813,834,1648,1812,2175,3706,2954,320,3373,6585,0,14,107,292,1195,2338,Gravesend,Brooklyn,256332.2,BK26,318003,343,362.9,349.3,2.63625,0.4521875
0.0843762,170,3,1208,9434,939,13745,2006,3587,83821,66782,42512,26635,12890,0,67,88,91,2141,4607,2964,10543,8827,51312,958,37337,25866,57015,80,586,1888,7579,1845,31328,1579,4662,3807,24083,443,17661,12071,23017,126,1731,39949,2495,8827,34990,435,6714,13474,13975,12,1742,35454,1385,5881,5020,27229,515,19676,13795,19495,71,1869,43872,2823,32013,63389,958,1672,603,9896,4230,7537,6866,6302,11471,15323,461,6100,11661,29,267,419,103,1006,1769,Bay Ridge,Brooklyn,1155799.68,BK31,1669952,1052.3,1116.7,1086.4,2.42678571428571,0.457675
